categoryCode,category,listingId,brand,productName,productId,scopeRoute,application,protocol,sourceUrl,productPage,categoryPage,notes
8150,exterior door,8150-2038:0005,carriage-house-door-company,CARRIAGE HOUSE DOOR COMPANY (8150-2038:0005),carriage-house-door-company-8150-2038-0005,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/carriage-house-door-company-8150-2038-0005/,https://fireapproved.com/data/osfm-8150-exterior-door/,BML application CF26004713BML; issued 2026-03-19; expires 2027-06-30; live snapshot 2026-08-25.
8150,exterior door,8150-2038:0006,carriage-house-door-company,CARRIAGE HOUSE DOOR COMPANY (8150-2038:0006),carriage-house-door-company-8150-2038-0006,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/carriage-house-door-company-8150-2038-0006/,https://fireapproved.com/data/osfm-8150-exterior-door/,BML application CF26004714BML; issued 2026-03-19; expires 2027-06-30; live snapshot 2026-08-25.
8150,exterior door,8150-2038:0007,carriage-house-door-company,CARRIAGE HOUSE DOOR COMPANY (8150-2038:0007),carriage-house-door-company-8150-2038-0007,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/carriage-house-door-company-8150-2038-0007/,https://fireapproved.com/data/osfm-8150-exterior-door/,BML application CF26004715BML; issued 2026-03-19; expires 2027-06-30; live snapshot 2026-08-25.
8150,exterior door,8150-2038:0008,carriage-house-door-company,CARRIAGE HOUSE DOOR COMPANY (8150-2038:0008),carriage-house-door-company-8150-2038-0008,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/carriage-house-door-company-8150-2038-0008/,https://fireapproved.com/data/osfm-8150-exterior-door/,BML application CF26004716BML; issued 2026-03-19; expires 2027-06-30; live snapshot 2026-08-25.
8150,exterior door,8150-2038:0009,carriage-house-door-company,CARRIAGE HOUSE DOOR COMPANY (8150-2038:0009),carriage-house-door-company-8150-2038-0009,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/carriage-house-door-company-8150-2038-0009/,https://fireapproved.com/data/osfm-8150-exterior-door/,BML application CF26004717BML; issued 2026-03-19; expires 2027-06-30; live snapshot 2026-08-25.
8150,exterior door,8150-2038:0010,carriage-house-door-company,CARRIAGE HOUSE DOOR COMPANY (8150-2038:0010),carriage-house-door-company-8150-2038-0010,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/carriage-house-door-company-8150-2038-0010/,https://fireapproved.com/data/osfm-8150-exterior-door/,BML application CF26004718BML; issued 2026-03-19; expires 2027-06-30; live snapshot 2026-08-25.
8150,exterior door,8150-2038:0011,carriage-house-door-company,Carriage House custom steel WUI garage door,carriage-house-door-company-carriage-house-door-companypo,,unknown,SFM 12-7A-1,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/carriage-house-door-company-carriage-house-door-companypo/,https://fireapproved.com/data/osfm-8150-exterior-door/,BML application CF26004719BML; issued 2026-03-19; expires 2027-06-30; live snapshot 2026-08-25.
8150,exterior door,8150-2055:0500,ranch-house-doors-inc,Ranch House Doors WUI Garage Door Base,ranch-house-doors-inc-ranch-house-doors-wui-garage-door-base,,unknown,SFM 12-7A-1,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/ranch-house-doors-inc-ranch-house-doors-wui-garage-door-base/,https://fireapproved.com/data/osfm-8150-exterior-door/,BML application CF26011564BML; issued 2026-05-28; expires 2027-06-30; live snapshot 2026-08-25.
8150,exterior door,8150-2120:0101,riviera-bronze-manufacturing,Riviera Bronze metal-glazed WUI door assembly,riviera-bronze-manufacturing-8150-2120-0101,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/riviera-bronze-manufacturing-8150-2120-0101/,https://fireapproved.com/data/osfm-8150-exterior-door/,BML application CF26002066BML; issued 2026-03-22; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2022:0006,bodyguard-wood-products,BODYGUARD WOOD PRODUCTS (8160-2022:0006),bodyguard-wood-products-8160-2022-0006,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/bodyguard-wood-products-8160-2022-0006/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26012798BML; issued 2026-06-26; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2022:0007,bodyguard-wood-products,BODYGUARD WOOD PRODUCTS (8160-2022:0007),bodyguard-wood-products-8160-2022-0007,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/bodyguard-wood-products-8160-2022-0007/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26012799BML; issued 2026-06-26; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2022:0008,bodyguard-wood-products,BODYGUARD WOOD PRODUCTS (8160-2022:0008),bodyguard-wood-products-8160-2022-0008,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/bodyguard-wood-products-8160-2022-0008/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26012800BML; issued 2026-06-26; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2026:0006,james-hardie-building-products-inc,"“CemSoffit®” un-vented, fiber-cement soffit, 3/16” thick and ¼” thick, under eave material",james-hardie-building-products-inc-cemsoffit-un-vented-fiber-cement,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/james-hardie-building-products-inc-cemsoffit-un-vented-fiber-cement/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26013275BML; issued 2026-06-19; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2026:0007,james-hardie-building-products-inc,Hardie® Soffit non-vented fiber-cement panels,james-hardie-building-products-inc-hardiesoffit-un-vented-fiber-cement,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/james-hardie-building-products-inc-hardiesoffit-un-vented-fiber-cement/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26013276BML; issued 2026-06-19; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2027:0007,louisiana-pacific-corporation,LP® FlameBlock® 15/32 sheathing eave assembly,louisiana-pacific-corporation-8160-2027-0007,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/louisiana-pacific-corporation-8160-2027-0007/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26013950BML; issued 2026-07-03; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2032:0004,shakertown,Shakertown Dolly Varden tongue-and-groove cedar siding and soffit panels,shakertown-8160-2032-0004,,unknown,SFM 12-7A-3,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/shakertown-8160-2032-0004/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26012734BML; issued 2026-06-26; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2064:0026,nusku-partners-llc,Nusku Partners LLC (8160-2064:0026),nusku-partners-llc-8160-2064-0026,,unknown,SFM 12-7A-3,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/nusku-partners-llc-8160-2064-0026/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26006952BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2064:0502,nusku-partners-llc,Nusku Partners LLC (8160-2064:0502),nusku-partners-llc-8160-2064-0502,,unknown,SFM 12-7A-3,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/nusku-partners-llc-8160-2064-0502/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26006953BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2064:0504,nusku-partners-llc,Nusku Partners LLC (8160-2064:0504),nusku-partners-llc-8160-2064-0504,,unknown,SFM 12-7A-3,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/nusku-partners-llc-8160-2064-0504/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26006954BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2126:0101,blocks-and-cutstock-s-a,"Advantage Plus treated Radiata pine in 1"" x 6"" V-Rustic Shiplap (Pattern 793)",blocks-and-cutstock-s-a-advantage-plus-treated-radiata-pine-in-1-x-6-v,,unknown,SFM 12-7A-3,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/blocks-and-cutstock-s-a-advantage-plus-treated-radiata-pine-in-1-x-6-v/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26013785BML; issued 2026-07-01; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2134:0101,boral-composites-inc,"Boral TruExterior® Trim 5/8"" to 1-1/2 "" thick and widths ranging from 1-1/2"" to *15 1/2"" a",boral-composites-inc-boral-truexterior-trim-5-8-to-1-1-2-thick-and,,unknown,SFM 12-7A-3,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/boral-composites-inc-boral-truexterior-trim-5-8-to-1-1-2-thick-and/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26011653BML; issued 2026-05-28; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2134:0106,boral-composites-inc,TruExterior® Beadboard soffit and porch-ceiling panels,boral-composites-inc-boral-truexterior-beadboard-0-625-actual-thickness,,unknown,SFM 12-7A-3,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/boral-composites-inc-boral-truexterior-beadboard-0-625-actual-thickness/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26011654BML; issued 2026-05-28; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2234:0500,iti-chile,ITI Chile (8160-2234:0500),iti-chile-8160-2234-0500,,unknown,SFM 12-7A-3,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/iti-chile-8160-2234-0500/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26006231BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2246:0500,paneltek-products-ltd,Paneltek Engineered Cedar external soffit for external use in Wildland-Urban Interface Are,paneltek-products-ltd-paneltek-engineered-cedar-external-soffit-for,,unknown,SFM 12-7A-3,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/paneltek-products-ltd-paneltek-engineered-cedar-external-soffit-for/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26002399BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2294:0501,defiance-forest-products,TT-205 T&G Cedar Siding - Nominal 1x6 and wider over 1/2 gypsum board,defiance-forest-products-tt-205-t-g-cedar-siding-nominal-1x6-and-wider-tt-205,,unknown,SFM 12-7A-3,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/defiance-forest-products-tt-205-t-g-cedar-siding-nominal-1x6-and-wider-tt-205/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26007224BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2380:0002,canyon-lumber-company,Canyon Lumber Company (8160-2380:0002),canyon-lumber-company-8160-2380-0002,,unknown,SFM 12-7A-3,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/canyon-lumber-company-8160-2380-0002/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26008454BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2380:0003,canyon-lumber-company,Canyon Lumber Company (8160-2380:0003),canyon-lumber-company-8160-2380-0003,,unknown,SFM 12-7A-3,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/canyon-lumber-company-8160-2380-0003/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26008455BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8160,horizontal projection underside,8160-2429:0002,capital-lumber-company,"""Endura Plus"" treated Radiata pine soffit siding in ""V-Rustic"" or ""Nickel Gap"" shiplap pro",capital-lumber-company-endura-plus-treated-radiata-pine-soffit-siding,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/capital-lumber-company-endura-plus-treated-radiata-pine-soffit-siding/,https://fireapproved.com/data/osfm-8160-horizontal-projection-underside/,BML application CF26011916BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8165,vents,8165-2192:0500,vulcan,"VER2, VER2M, VER3, VER3M, VER4, VER4M, and VER6M Vulcan Eave Round Vents",vulcan-ver2-ver2m-ver3-ver3m-ver4-ver4m-and-ver6m-vulcan-eave-round,,undereave,ASTM E2886,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/vulcan-ver2-ver2m-ver3-ver3m-ver4-ver4m-and-ver6m-vulcan-eave-round/,https://fireapproved.com/data/osfm-8165-vents/,BML application CF26008883BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8165,vents,8165-2192:0501,vulcan,"VSC75120 (0.75""x120""), VSC15120 (1.5""x120""), VSC1120 (1""x120""), VSC2120 (2""x120"")",vulcan-vsc75120-vsc15120-vsc1120-vsc2120,,unknown,ASTM E2886,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/vulcan-vsc75120-vsc15120-vsc1120-vsc2120/,https://fireapproved.com/data/osfm-8165-vents/,BML application CF26008884BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8165,vents,8165-2192:0502,vulcan,"VFS414 (3.5""x14""), VFS614 (5.5""x14""), VFS814 (7.5""x14""), VFS422 (3.5""x22"")",vulcan-vfs414-vfs614-vfs814-vfs422,,foundation,ASTM E2886,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/vulcan-vfs414-vfs614-vfs814-vfs422/,https://fireapproved.com/data/osfm-8165-vents/,BML application CF26008885BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8165,vents,8165-2192:0503,vulcan,"VG148 (8""x14""), VG1412 (14""x12""), VG1418 (14""x18""), and VG1424 (14""x24"") Gable Vent",vulcan-gable-vent,,gable,ASTM E2886,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/vulcan-gable-vent/,https://fireapproved.com/data/osfm-8165-vents/,BML application CF26008886BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8165,vents,8165-2214:0500,embers-out-llc,"EOSF1220N9-1S (12""x2""), EOSF1350N32-1S (13.5""x5""), EOSF1355N35-1S (13.5""x5.5"")",embers-out-llc-eosf1220n9-1s-eosf1350n32-1s-eosf1355n35-1s,,unknown,ASTM E2886,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/embers-out-llc-eosf1220n9-1s-eosf1350n32-1s-eosf1355n35-1s/,https://fireapproved.com/data/osfm-8165-vents/,BML application CF26010479BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8165,vents,8165-2232:0500,brandguard-vents,"UE3011 (22”x3.5”), UE3021 (14”x3.5”), UE3031 (14”x5”), UE3041 (22”x3”)",brandguard-vents-ue3011-ue3021-ue3031-ue3041,,soffit,ASTM E2886,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/brandguard-vents-ue3011-ue3021-ue3031-ue3041/,https://fireapproved.com/data/osfm-8165-vents/,BML application CF26007118BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8165,vents,8165-2232:0501,brandguard,FP2011 Fire Plug Vent,brandguard-gable-vent,,undereave,ASTM E2886,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/brandguard-gable-vent/,https://fireapproved.com/data/osfm-8165-vents/,BML application CF26007119BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8165,vents,8165-2232:0502,brandguard-vents,"UE2011 (22""x3.5""), UE2021 (14""x3.5""), UE2031 (14""x5""), UE2041 (22""x3"")",brandguard-vents-ue2011-ue2021-ue2031-ue2041,,soffit,ASTM E2886,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/brandguard-vents-ue2011-ue2021-ue2031-ue2041/,https://fireapproved.com/data/osfm-8165-vents/,BML application CF26007120BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8165,vents,8165-2353:0001,o-hagin,"F&IV01000 (4""x19""), F&IV02000 (5""x19""), F&IV03000 (6""x19""), F&IV04000 (7""x19""), F&IV05000",o-hagin-f-iv01000-f-iv02000-f-iv03000-f-iv04000-f-iv05000,,foundation,ASTM E2886,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/o-hagin-f-iv01000-f-iv02000-f-iv03000-f-iv04000-f-iv05000/,https://fireapproved.com/data/osfm-8165-vents/,BML application CF26003629BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8165,vents,8165-2363:0001,able-sheet-metal,"Multi-Guard Fire Resistant Gable Louver Vent (13.75"" x 12"")",able-sheet-metal-multi-guard-fire-resistant-gable-louver-vent,,gable,ASTM E2886,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/able-sheet-metal-multi-guard-fire-resistant-gable-louver-vent/,https://fireapproved.com/data/osfm-8165-vents/,BML application CF26008835BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8165,vents,8165-2363:0002,able-sheet-metal,Able Multi-Guard intumescent soffit vents,able-sheet-metal-mgv-style-soffit-vents-4500-mgv16-4620-mgv16,,soffit,ASTM E2886,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/able-sheet-metal-mgv-style-soffit-vents-4500-mgv16-4620-mgv16/,https://fireapproved.com/data/osfm-8165-vents/,BML application CF26005824BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8165,vents,8165-2363:0003,able-sheet-metal,"Model MGV Style Louver Vents: 5420-1206-MGV (12"" × 6), 5420-1208-MGV (12"" × 8"")",able-sheet-metal-model-mgv-style-louver-vents-5420-1206-mgv-5420-1208,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/able-sheet-metal-model-mgv-style-louver-vents-5420-1206-mgv-5420-1208/,https://fireapproved.com/data/osfm-8165-vents/,BML application CF26014062BML; issued 2026-08-11; expires 2027-06-30; live snapshot 2026-08-25.
8165,vents,8165-2394:0001,brand-x-metals-inc,"CF 75-V-425/17 (4.25""x17""), 75-V-425/8 (4.25""x96""), 75-V-425/10 (4.25""x120"")",brand-x-metals-inc-cf-75-v-425-17-75-v-425-8-75-v-425-10,,soffit,ASTM E2886,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/brand-x-metals-inc-cf-75-v-425-17-75-v-425-8-75-v-425-10/,https://fireapproved.com/data/osfm-8165-vents/,BML application CF26011282BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8165,vents,8165-2397:0001,bushfire-mitigation-solutions-wildfire-defense-mesh,Wildfire Defense Vent Screen — WDM 98 OSFM BML configuration,bushfire-mitigation-solutions-wildfire-defense-mesh-wildfire-defense,,unknown,ASTM E2886,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/bushfire-mitigation-solutions-wildfire-defense-mesh-wildfire-defense/,https://fireapproved.com/data/osfm-8165-vents/,BML application CF26013845BML; issued 2026-07-03; expires 2027-06-30; live snapshot 2026-08-25.
8165,vents,8165-2426:0001,new-cal-metals-inc-dba-firestorm-building-products,FireStorm® V2™ listed vent families,new-cal-metals-inc-dba-firestorm-building-products-model-series-fsvg,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/new-cal-metals-inc-dba-firestorm-building-products-model-series-fsvg/,https://fireapproved.com/data/osfm-8165-vents/,BML application CF26012833BML; issued 2026-06-26; expires 2027-06-30; live snapshot 2026-08-25.
8170,ignition resistant materials,8170-2029:0005,nichiha-usa-inc,Nichiha Architectural Wall Panels (AWP),nichiha-usa-inc-awp-panels-17-7-8-wide-by-5-8-minimum-thickness-fiber,,unknown,ASTM E84 / UL 723,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/nichiha-usa-inc-awp-panels-17-7-8-wide-by-5-8-minimum-thickness-fiber/,https://fireapproved.com/data/osfm-8170-ignition-resistant-materials/,BML application CF26003071BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8170,ignition resistant materials,8170-2029:0006,nichiha-usa-inc,"Sierra/Savannah Lap Siding, 1/2"" thick fiber cement boards",nichiha-usa-inc-sierra-savannah-lap-siding-1-2-thick-fiber-cement-boards,,unknown,ASTM E84 / UL 723,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/nichiha-usa-inc-sierra-savannah-lap-siding-1-2-thick-fiber-cement-boards/,https://fireapproved.com/data/osfm-8170-ignition-resistant-materials/,BML application CF26003072BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8170,ignition resistant materials,8170-2042:0504,azek-building-products,Azek Building Products (8170-2042:0504),azek-building-products-8170-2042-0504,,unknown,ASTM E84 / UL 723,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/azek-building-products-8170-2042-0504/,https://fireapproved.com/data/osfm-8170-ignition-resistant-materials/,BML application CF26007953BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8170,ignition resistant materials,8170-2180:0501,plycem-usa,Plycem USA (8170-2180:0501),plycem-usa,,unknown,ASTM E84 / UL 723,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/plycem-usa/,https://fireapproved.com/data/osfm-8170-ignition-resistant-materials/,BML application CF26013530BML; issued 2026-06-26; expires 2027-06-30; live snapshot 2026-08-25.
8170,ignition resistant materials,8170-2180:0502,plycem-usa,Plycem USA (8170-2180:0502),plycem-usa-8170-2180-0502,,unknown,ASTM E84 / UL 723,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/plycem-usa-8170-2180-0502/,https://fireapproved.com/data/osfm-8170-ignition-resistant-materials/,BML application CF26013531BML; issued 2026-06-26; expires 2027-06-30; live snapshot 2026-08-25.
8170,ignition resistant materials,8170-2180:0503,plycem-usa,Plycem USA (8170-2180:0503),plycem-usa-8170-2180-0503,,unknown,ASTM E84 / UL 723,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/plycem-usa-8170-2180-0503/,https://fireapproved.com/data/osfm-8170-ignition-resistant-materials/,BML application CF26013532BML; issued 2026-06-26; expires 2027-06-30; live snapshot 2026-08-25.
8170,ignition resistant materials,8170-2358:0001,mac-metal-architectural-inc,MAC Metal steel siding and vented soffit profiles,mac-metal-architectural-inc-steel-siding-or-vented-soffit,,unknown,ASTM E84 / UL 723,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/mac-metal-architectural-inc-steel-siding-or-vented-soffit/,https://fireapproved.com/data/osfm-8170-ignition-resistant-materials/,BML application CF26014040BML; issued 2026-07-12; expires 2027-06-30; live snapshot 2026-08-25.
8170,ignition resistant materials,8170-2399:0001,trulog-siding,TruLog Siding,trulog-siding,,unknown,ASTM E84 / UL 723,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/trulog-siding/,https://fireapproved.com/data/osfm-8170-ignition-resistant-materials/,BML application CF26002068BML; issued 2026-05-31; expires 2027-06-30; live snapshot 2026-08-25.
8170,ignition resistant materials,8170-2425:0001,ddp-specialty-electronic-materials-us-llc,DuPont™ ArmorWall™ Plus structural insulated sheathing,ddp-specialty-electronic-materials-us-llc-duponttm-armorwalltm-plus,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/ddp-specialty-electronic-materials-us-llc-duponttm-armorwalltm-plus/,https://fireapproved.com/data/osfm-8170-ignition-resistant-materials/,BML application CF26014109BML; issued 2026-07-17; expires 2027-06-30; live snapshot 2026-08-25.
8170,ignition resistant materials,8170-2435:0001,woodsyn-llc,WoodSyn OptimBoard™ wood-wool cement sheathing,woodsyn-llc-optimboardtm,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/woodsyn-llc-optimboardtm/,https://fireapproved.com/data/osfm-8170-ignition-resistant-materials/,BML application CF25020661BML; issued 2026-07-01; expires 2027-06-30; live snapshot 2026-08-25.
8175,noncombustible materials,8175-2405:0001,clicklad,Clicklad Closed-Gap aluminum cladding system,clicklad-aluminum-siding,,unknown,ASTM E136,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/clicklad-aluminum-siding/,https://fireapproved.com/data/osfm-8175-noncombustible-materials/,BML application CF26011673BML; issued 2026-06-19; expires 2027-06-30; live snapshot 2026-08-25.
8175,noncombustible materials,8175-2436:0001,vicwest-inc,Vicwest G90 galvanized and AZ50 Galvalume steel siding,vicwest-inc-vicwest-g90-galvanized-or-az50-galvalume-steel-siding,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/vicwest-inc-vicwest-g90-galvanized-or-az50-galvalume-steel-siding/,https://fireapproved.com/data/osfm-8175-noncombustible-materials/,BML application CF26011318BML; issued 2026-07-09; expires 2027-06-30; live snapshot 2026-08-25.
8180,non wood roof covering assemblies,8180-2272:0500,westlake-davinci-roofscapes-llc,DaVinci® composite shake and slate roof assembly,westlake-davinci-roofscapes-llc,,unknown,ASTM E108 / UL 790,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/westlake-davinci-roofscapes-llc/,https://fireapproved.com/data/osfm-8180-non-wood-roof-covering-assemblies/,BML application CF26011611BML; issued 2026-05-28; expires 2027-06-30; live snapshot 2026-08-25.
8180,non wood roof covering assemblies,8180-2283:0501,international-insulation-products,SOL-R-SKIN Class A thermal roof underlayment assemblies,international-insulation-products-sol-r-skin-roofing-insulation,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/international-insulation-products-sol-r-skin-roofing-insulation/,https://fireapproved.com/data/osfm-8180-non-wood-roof-covering-assemblies/,BML application CF26006553BML; issued 2026-04-04; expires 2027-06-30; live snapshot 2026-08-25.
8180,non wood roof covering assemblies,8180-2283:0502,international-insulation-products,SOL-R-SKIN roofing insulation is an insulation product used as an underlayment in a roof a (8180-2283:0502),international-insulation-products-sol-r-skin-roofing-insulation-8180-2283-0502,,unknown,not stated in live BML description,https://calfire.govmotus.org/BMLSearch/Index,https://fireapproved.com/materials/international-insulation-products-sol-r-skin-roofing-insulation-8180-2283-0502/,https://fireapproved.com/data/osfm-8180-non-wood-roof-covering-assemblies/,BML application CF26006554BML; issued 2026-04-04; expires 2027-06-30; live snapshot 2026-08-25.
